batting_team,bowling_team,venue,toss_winner,toss_decision,team1_win_pct,team2_win_pct,toss_win_match_win,target
Punjab Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,field,0.48717948717948717,0.4452690166975881,0,0
Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.4500907441016334,0.5390070921985816,0,1
Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.5390070921985816,0.4500907441016334,0,0
Lucknow Super Giants,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,bat,0.512,0.5027932960893855,1,1
Kolkata Knight Riders,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,bat,0.5027932960893855,0.512,1,0
Gujarat Titans,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Gujarat Titans,bat,0.609375,0.4759916492693111,0,0
Royal Challengers Bangalore,Gujarat Titans,"Wankhede Stadium, Mumbai",Gujarat Titans,bat,0.4759916492693111,0.609375,0,1
Chennai Super Kings,Rajasthan Royals,"Brabourne Stadium, Mumbai",Chennai Super Kings,bat,0.5614035087719298,0.49269311064718163,0,0
Rajasthan Royals,Chennai Super Kings,"Brabourne Stadium, Mumbai",Chennai Super Kings,bat,0.49269311064718163,0.5614035087719298,0,1
Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.4452690166975881,0.5390070921985816,1,0
Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.5390070921985816,0.4452690166975881,1,1
Sunrisers Hyderabad,Punjab Kings,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,bat,0.4500907441016334,0.48717948717948717,0,0
Punjab Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,bat,0.48717948717948717,0.4500907441016334,0,1
Rajasthan Royals,Gujarat Titans,"Eden Gardens, Kolkata",Gujarat Titans,field,0.49269311064718163,0.609375,1,0
Gujarat Titans,Rajasthan Royals,"Eden Gardens, Kolkata",Gujarat Titans,field,0.609375,0.49269311064718163,1,1
Royal Challengers Bangalore,Lucknow Super Giants,"Eden Gardens, Kolkata",Lucknow Super Giants,field,0.4759916492693111,0.512,0,1
Lucknow Super Giants,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Lucknow Super Giants,field,0.512,0.4759916492693111,0,0
Royal Challengers Bangalore,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,0.4759916492693111,0.49269311064718163,1,0
Rajasthan Royals,Royal Challengers Bangalore,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,0.49269311064718163,0.4759916492693111,1,1
Rajasthan Royals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,bat,0.49269311064718163,0.609375,0,0
Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,bat,0.609375,0.49269311064718163,0,1
Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,field,0.5614035087719298,0.609375,1,0
Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,field,0.609375,0.5614035087719298,1,1
Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kolkata Knight Riders,field,0.48717948717948717,0.5027932960893855,0,1
Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kolkata Knight Riders,field,0.5027932960893855,0.48717948717948717,0,0
Lucknow Super Giants,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,field,0.512,0.4452690166975881,0,1
Delhi Capitals,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,field,0.4452690166975881,0.512,0,0
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,0.49269311064718163,0.4500907441016334,0,1
Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,0.4500907441016334,0.49269311064718163,0,0
Mumbai Indians,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field,0.5390070921985816,0.4759916492693111,1,0
Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field,0.4759916492693111,0.5390070921985816,1,1
Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,field,0.5614035087719298,0.512,0,1
Lucknow Super Giants,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,field,0.512,0.5614035087719298,0,0
Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,field,0.4452690166975881,0.609375,1,0
Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Gujarat Titans,field,0.609375,0.4452690166975881,1,1
Punjab Kings,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,field,0.48717948717948717,0.49269311064718163,0,1
Rajasthan Royals,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,field,0.49269311064718163,0.48717948717948717,0,0
Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Royal Challengers Bangalore,field,0.5027932960893855,0.4759916492693111,0,1
Royal Challengers Bangalore,Kolkata Knight Riders,"Eden Gardens, Kolkata",Royal Challengers Bangalore,field,0.4759916492693111,0.5027932960893855,0,0
Sunrisers Hyderabad,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,bat,0.4500907441016334,0.512,0,0
Lucknow Super Giants,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,bat,0.512,0.4500907441016334,0,1
Rajasthan Royals,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",Delhi Capitals,field,0.49269311064718163,0.4452690166975881,0,1
Delhi Capitals,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Delhi Capitals,field,0.4452690166975881,0.49269311064718163,0,0
Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,0.5390070921985816,0.5614035087719298,1,0
Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,0.5614035087719298,0.5390070921985816,1,1
Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,bat,0.609375,0.5027932960893855,0,0
Kolkata Knight Riders,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,bat,0.5027932960893855,0.609375,0,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,0.48717948717948717,0.4500907441016334,1,0
Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,0.4500907441016334,0.48717948717948717,1,1
Royal Challengers Bangalore,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,field,0.4759916492693111,0.512,1,0
Lucknow Super Giants,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,field,0.512,0.4759916492693111,1,1
Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,0.4452690166975881,0.5390070921985816,1,0
Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,0.5390070921985816,0.4452690166975881,1,1
Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,0.49269311064718163,0.5614035087719298,0,1
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,0.5614035087719298,0.49269311064718163,0,0
Punjab Kings,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Gujarat Titans,field,0.48717948717948717,0.609375,1,0
Gujarat Titans,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Gujarat Titans,field,0.609375,0.48717948717948717,1,1
Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,0.4500907441016334,0.5027932960893855,0,1
Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,0.5027932960893855,0.4500907441016334,0,0
Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,0.4759916492693111,0.4452690166975881,0,1
Delhi Capitals,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,field,0.4452690166975881,0.4759916492693111,0,0
Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,field,0.512,0.48717948717948717,1,0
Punjab Kings,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,field,0.48717948717948717,0.512,1,1
Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.5027932960893855,0.5390070921985816,1,0
Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.5390070921985816,0.5027932960893855,1,1
Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,0.609375,0.49269311064718163,1,0
Rajasthan Royals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,0.49269311064718163,0.609375,1,1
Chennai Super Kings,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field,0.5614035087719298,0.4759916492693111,0,1
Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field,0.4759916492693111,0.5614035087719298,0,0
Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,0.5390070921985816,0.4500907441016334,0,1
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,0.4500907441016334,0.5390070921985816,0,0
Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,0.512,0.49269311064718163,0,1
Rajasthan Royals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,0.49269311064718163,0.512,0,0
Royal Challengers Bangalore,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field,0.4759916492693111,0.48717948717948717,0,1
Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field,0.48717948717948717,0.4759916492693111,0,0
Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,0.5027932960893855,0.4452690166975881,1,0
Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,0.4452690166975881,0.5027932960893855,1,1
Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,0.4500907441016334,0.5614035087719298,1,0
Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,0.5614035087719298,0.4500907441016334,1,1
Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,bat,0.609375,0.512,1,1
Lucknow Super Giants,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,bat,0.512,0.609375,1,0
Punjab Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.48717948717948717,0.5390070921985816,0,1
Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.5390070921985816,0.48717948717948717,0,0
Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,field,0.4759916492693111,0.49269311064718163,0,1
Rajasthan Royals,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,field,0.49269311064718163,0.4759916492693111,0,0
Chennai Super Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,0.5614035087719298,0.5027932960893855,0,1
Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,0.5027932960893855,0.5614035087719298,0,0
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat,0.4452690166975881,0.4500907441016334,1,1
Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat,0.4500907441016334,0.4452690166975881,1,0
Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,0.609375,0.5390070921985816,0,1
Mumbai Indians,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,0.5390070921985816,0.609375,0,0
Kolkata Knight Riders,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field,0.5027932960893855,0.4759916492693111,0,1
Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field,0.4759916492693111,0.5027932960893855,0,0
Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,0.49269311064718163,0.5614035087719298,1,1
Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,0.5614035087719298,0.49269311064718163,1,0
Lucknow Super Giants,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field,0.512,0.48717948717948717,0,1
Punjab Kings,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field,0.48717948717948717,0.512,0,0
Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",Gujarat Titans,field,0.5027932960893855,0.609375,1,0
Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",Gujarat Titans,field,0.609375,0.5027932960893855,1,1
Sunrisers Hyderabad,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,bat,0.4500907441016334,0.4452690166975881,1,1
Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,bat,0.4452690166975881,0.4500907441016334,1,0
Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,0.5614035087719298,0.48717948717948717,0,0
Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,0.48717948717948717,0.5614035087719298,0,1
Rajasthan Royals,Mumbai Indians,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,0.49269311064718163,0.5390070921985816,0,0
Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,0.5390070921985816,0.49269311064718163,0,1
Royal Challengers Bangalore,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,bat,0.4759916492693111,0.512,1,1
Lucknow Super Giants,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,bat,0.512,0.4759916492693111,1,0
Delhi Capitals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,bat,0.4452690166975881,0.609375,1,1
Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,bat,0.609375,0.4452690166975881,1,0
Lucknow Super Giants,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,field,0.512,0.5614035087719298,0,0
Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mumbai Indians,field,0.48717948717948717,0.5390070921985816,1,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mumbai Indians,field,0.5390070921985816,0.48717948717948717,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,bat,0.5027932960893855,0.4500907441016334,1,1
Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,bat,0.4500907441016334,0.5027932960893855,1,0
Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,0.49269311064718163,0.609375,0,0
Gujarat Titans,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,0.609375,0.49269311064718163,0,1
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,0.5390070921985816,0.5614035087719298,1,0
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,0.5614035087719298,0.5390070921985816,1,1
Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,bat,0.4759916492693111,0.4452690166975881,0,0
Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,bat,0.4452690166975881,0.4759916492693111,0,1
Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,field,0.609375,0.512,0,1
Lucknow Super Giants,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,field,0.512,0.609375,0,0
Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,0.49269311064718163,0.4500907441016334,0,0
Sunrisers Hyderabad,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,0.4500907441016334,0.49269311064718163,0,1
Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Punjab Kings,bat,0.48717948717948717,0.5027932960893855,0,0
Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,bat,0.5027932960893855,0.48717948717948717,0,1
Royal Challengers Bangalore,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.4759916492693111,0.5390070921985816,1,0
Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.5390070921985816,0.4759916492693111,1,1
Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,0.5614035087719298,0.4452690166975881,1,1
Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,0.4452690166975881,0.5614035087719298,1,0
Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,field,0.5027932960893855,0.49269311064718163,1,0
Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,field,0.49269311064718163,0.5027932960893855,1,1
Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",Gujarat Titans,field,0.5390070921985816,0.609375,0,1
Gujarat Titans,Mumbai Indians,"Wankhede Stadium, Mumbai",Gujarat Titans,field,0.609375,0.5390070921985816,0,0
Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,bat,0.4500907441016334,0.512,0,0
Lucknow Super Giants,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,bat,0.512,0.4500907441016334,0,1
Punjab Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,0.48717948717948717,0.4452690166975881,0,1
Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,0.4452690166975881,0.48717948717948717,0,0
Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,bat,0.4759916492693111,0.49269311064718163,1,1
Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,bat,0.49269311064718163,0.4759916492693111,1,0
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,0.5614035087719298,0.5027932960893855,0,0
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat,0.5027932960893855,0.5614035087719298,0,1
Gujarat Titans,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,field,0.609375,0.4500907441016334,0,1
Sunrisers Hyderabad,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,field,0.4500907441016334,0.609375,0,0
Lucknow Super Giants,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,field,0.512,0.5390070921985816,0,1
Mumbai Indians,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,field,0.5390070921985816,0.512,0,0
Delhi Capitals,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,0.4452690166975881,0.48717948717948717,0,1
Punjab Kings,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,0.48717948717948717,0.4452690166975881,0,0
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,field,0.4500907441016334,0.4759916492693111,1,0
Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,field,0.4759916492693111,0.4500907441016334,1,1
Punjab Kings,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,field,0.48717948717948717,0.49269311064718163,1,0
Rajasthan Royals,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,field,0.49269311064718163,0.48717948717948717,1,1
Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,0.5614035087719298,0.4452690166975881,1,1
Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,0.4452690166975881,0.5614035087719298,1,0
Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,0.512,0.5027932960893855,0,1
Kolkata Knight Riders,Lucknow Super Giants,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,0.5027932960893855,0.512,0,0
Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.4500907441016334,0.5390070921985816,1,0
Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,0.5390070921985816,0.4500907441016334,1,1
Royal Challengers Bangalore,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,field,0.4759916492693111,0.609375,1,0
Gujarat Titans,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,field,0.609375,0.4759916492693111,1,1
Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",Gujarat Titans,field,0.5614035087719298,0.609375,0,1
Gujarat Titans,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Gujarat Titans,field,0.609375,0.5614035087719298,0,0
Mumbai Indians,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,bat,0.5390070921985816,0.512,1,1
Lucknow Super Giants,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,bat,0.512,0.5390070921985816,1,0
Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,0.609375,0.5390070921985816,0,1
Mumbai Indians,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,0.5390070921985816,0.609375,0,0
Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,field,0.609375,0.5614035087719298,1,0
Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,field,0.5614035087719298,0.609375,1,1
Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,bat,0.6285714285714286,0.5614035087719298,0,0
Chennai Super Kings,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,bat,0.5614035087719298,0.6285714285714286,0,1
Delhi Capitals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,field,0.4452690166975881,0.48717948717948717,1,0
Punjab Kings,Delhi Capitals,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,field,0.48717948717948717,0.4452690166975881,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,0.5027932960893855,0.4500907441016334,0,1
Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,0.4500907441016334,0.5027932960893855,0,0
Rajasthan Royals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,0.49269311064718163,0.512,1,1
Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,0.512,0.49269311064718163,1,0
Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,0.609375,0.5390070921985816,0,1
Mumbai Indians,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,0.5390070921985816,0.609375,0,0
Punjab Kings,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,0.48717948717948717,0.6285714285714286,1,0
Royal Challengers Bengaluru,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,0.6285714285714286,0.48717948717948717,1,1
Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",Gujarat Titans,field,0.5614035087719298,0.609375,0,1
